col_lon_x;foglio;lat_y_dec;lon_x;lon_x__lat_y;lon_x_dec;lon_y;row_lat_y;tipo;x_6707_gsb;y_6707_gsb
4;538;39.7;8:40:0;8:40:0_39:42:0;8.666666666666666;39:42:0;2;ctr10;471338.392;4394403.985
0;538;39.75;8:20:0;8:20:0_39:45:0;8.333333333333334;39:45:0;3;ctr10;442801.842;4400113.049
1;538;39.75;8:25:0;8:25:0_39:45:0;8.416666666666666;39:45:0;3;ctr10;449941.269;4400063.102
2;538;39.75;8:30:0;8:30:0_39:45:0;8.5;39:45:0;3;ctr10;457080.604;4400019.821
3;538;39.75;8:35:0;8:35:0_39:45:0;8.583333333333334;39:45:0;3;ctr10;464219.871;4399983.192
4;538;39.75;8:40:0;8:40:0_39:45:0;8.666666666666666;39:45:0;3;ctr10;471359.168;4399953.131
0;538;39.8;8:20:0;8:20:0_39:48:0;8.333333333333334;39:48:0;4;ctr10;442843.326;4405662.373
1;538;39.8;8:25:0;8:25:0_39:48:0;8.416666666666666;39:48:0;4;ctr10;449977.606;4405612.393
2;538;39.8;8:30:0;8:30:0_39:48:0;8.5;39:48:0;4;ctr10;457111.767;4405569.095
3;538;39.8;8:35:0;8:35:0_39:48:0;8.583333333333334;39:48:0;4;ctr10;464245.841;4405532.461
4;538;39.8;8:40:0;8:40:0_39:48:0;8.666666666666666;39:48:0;4;ctr10;471379.947;4405502.389
0;539;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;0;ctr10;471296.929;4383305.718
1;539;39.6;8:45:0;8:45:0_39:36:0;8.75;39:36:0;0;ctr10;478451.706;4383282.337
2;539;39.6;8:50:0;8:50:0_39:36:0;8.833333333333334;39:36:0;0;ctr10;485606.471;4383265.556
3;539;39.6;8:55:0;8:55:0_39:36:0;8.916666666666666;39:36:0;0;ctr10;492761.248;4383255.429
4;539;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;0;ctr10;499916.049;4383251.968
0;539;39.65;8:40:0;8:40:0_39:39:0;8.666666666666666;39:39:0;1;ctr10;471317.644;4388854.857
1;539;39.65;8:45:0;8:45:0_39:39:0;8.75;39:39:0;1;ctr10;478467.255;4388831.468
2;539;39.65;8:50:0;8:50:0_39:39:0;8.833333333333334;39:39:0;1;ctr10;485616.853;4388814.678
3;539;39.65;8:55:0;8:55:0_39:39:0;8.916666666666666;39:39:0;1;ctr10;492766.472;4388804.553
4;539;39.65;9:0:0;9:0:0_39:39:0;9.0;39:39:0;1;ctr10;499916.154;4388801.062
0;539;39.7;8:40:0;8:40:0_39:42:0;8.666666666666666;39:42:0;2;ctr10;471338.392;4394403.985
1;539;39.7;8:45:0;8:45:0_39:42:0;8.75;39:42:0;2;ctr10;478482.829;4394380.593
2;539;39.7;8:50:0;8:50:0_39:42:0;8.833333333333334;39:42:0;2;ctr10;485627.245;4394363.824
3;539;39.7;8:55:0;8:55:0_39:42:0;8.916666666666666;39:42:0;2;ctr10;492771.685;4394353.722
4;539;39.7;9:0:0;9:0:0_39:42:0;9.0;39:42:0;2;ctr10;499916.216;4394350.229
0;539;39.75;8:40:0;8:40:0_39:45:0;8.666666666666666;39:45:0;3;ctr10;471359.168;4399953.131
1;539;39.75;8:45:0;8:45:0_39:45:0;8.75;39:45:0;3;ctr10;478498.422;4399929.738
2;539;39.75;8:50:0;8:50:0_39:45:0;8.833333333333334;39:45:0;3;ctr10;485637.647;4399913.007
3;539;39.75;8:55:0;8:55:0_39:45:0;8.916666666666666;39:45:0;3;ctr10;492776.894;4399902.937
4;539;39.75;9:0:0;9:0:0_39:45:0;9.0;39:45:0;3;ctr10;499916.255;4399899.458
0;539;39.8;8:40:0;8:40:0_39:48:0;8.666666666666666;39:48:0;4;ctr10;471379.947;4405502.389
1;539;39.8;8:45:0;8:45:0_39:48:0;8.75;39:48:0;4;ctr10;478514.024;4405478.985
2;539;39.8;8:50:0;8:50:0_39:48:0;8.833333333333334;39:48:0;4;ctr10;485648.08;4405462.244
3;539;39.8;8:55:0;8:55:0_39:48:0;8.916666666666666;39:48:0;4;ctr10;492782.161;4405452.182
4;539;39.8;9:0:0;9:0:0_39:48:0;9.0;39:48:0;4;ctr10;499916.343;4405448.722
0;540;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;0;ctr10;499916.049;4383251.968
1;540;39.6;9:5:0;9:5:0_39:36:0;9.083333333333334;39:36:0;0;ctr10;507070.863;4383255.163
2;540;39.6;9:10:0;9:10:0_39:36:0;9.166666666666666;39:36:0;0;ctr10;514225.584;4383264.97
3;540;39.6;9:15:0;9:15:0_39:36:0;9.25;39:36:0;0;ctr10;521380.279;4383281.426
4;540;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;0;ctr10;528534.957;4383304.528
0;540;39.65;9:0:0;9:0:0_39:39:0;9.0;39:39:0;1;ctr10;499916.154;4388801.062
1;540;39.65;9:5:0;9:5:0_39:39:0;9.083333333333334;39:39:0;1;ctr10;507065.871;4388804.21
2;540;39.65;9:10:0;9:10:0_39:39:0;9.166666666666666;39:39:0;1;ctr10;514215.417;4388814.06
3;540;39.65;9:15:0;9:15:0_39:39:0;9.25;39:39:0;1;ctr10;521364.935;4388830.554
4;540;39.65;9:20:0;9:20:0_39:39:0;9.333333333333334;39:39:0;1;ctr10;528514.441;4388853.689
0;540;39.7;9:0:0;9:0:0_39:42:0;9.0;39:42:0;2;ctr10;499916.216;4394350.229
1;540;39.7;9:5:0;9:5:0_39:42:0;9.083333333333334;39:42:0;2;ctr10;507060.803;4394353.362
2;540;39.7;9:10:0;9:10:0_39:42:0;9.166666666666666;39:42:0;2;ctr10;514205.21;4394363.221
3;540;39.7;9:15:0;9:15:0_39:42:0;9.25;39:42:0;2;ctr10;521349.574;4394379.729
4;540;39.7;9:20:0;9:20:0_39:42:0;9.333333333333334;39:42:0;2;ctr10;528493.918;4394402.882
0;540;39.75;9:0:0;9:0:0_39:45:0;9.0;39:45:0;3;ctr10;499916.255;4399899.458
1;540;39.75;9:5:0;9:5:0_39:45:0;9.083333333333334;39:45:0;3;ctr10;507055.693;4399902.59
2;540;39.75;9:10:0;9:10:0_39:45:0;9.166666666666666;39:45:0;3;ctr10;514194.977;4399912.44
3;540;39.75;9:15:0;9:15:0_39:45:0;9.25;39:45:0;3;ctr10;521334.197;4399928.952
4;540;39.75;9:20:0;9:20:0_39:45:0;9.333333333333334;39:45:0;3;ctr10;528473.38;4399952.116
0;540;39.8;9:0:0;9:0:0_39:48:0;9.0;39:48:0;4;ctr10;499916.343;4405448.722
1;540;39.8;9:5:0;9:5:0_39:48:0;9.083333333333334;39:48:0;4;ctr10;507050.595;4405451.876
2;540;39.8;9:10:0;9:10:0_39:48:0;9.166666666666666;39:48:0;4;ctr10;514184.763;4405461.707
3;540;39.8;9:15:0;9:15:0_39:48:0;9.25;39:48:0;4;ctr10;521318.869;4405478.193
4;540;39.8;9:20:0;9:20:0_39:48:0;9.333333333333334;39:48:0;4;ctr10;528452.934;4405501.332
0;541;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;0;ctr10;528534.957;4383304.528
1;541;39.6;9:25:0;9:25:0_39:36:0;9.416666666666666;39:36:0;0;ctr10;535689.632;4383334.268
2;541;39.6;9:30:0;9:30:0_39:36:0;9.5;39:36:0;0;ctr10;542844.355;4383370.612
3;541;39.6;9:35:0;9:35:0_39:36:0;9.583333333333334;39:36:0;0;ctr10;549999.134;4383413.568
4;541;39.6;9:40:0;9:40:0_39:36:0;9.666666666666666;39:36:0;0;ctr10;557154.097;4383463.158
0;541;39.65;9:20:0;9:20:0_39:39:0;9.333333333333334;39:39:0;1;ctr10;528514.441;4388853.689
1;541;39.65;9:25:0;9:25:0_39:39:0;9.416666666666666;39:39:0;1;ctr10;535664.002;4388883.443
2;541;39.65;9:30:0;9:30:0_39:39:0;9.5;39:39:0;1;ctr10;542813.626;4388919.824
3;541;39.65;9:35:0;9:35:0_39:39:0;9.583333333333334;39:39:0;1;ctr10;549963.308;4388962.828
4;541;39.65;9:40:0;9:40:0_39:39:0;9.666666666666666;39:39:0;1;ctr10;557113.075;4389012.382
0;541;39.7;9:20:0;9:20:0_39:42:0;9.333333333333334;39:42:0;2;ctr10;528493.918;4394402.882
1;541;39.7;9:25:0;9:25:0_39:42:0;9.416666666666666;39:42:0;2;ctr10;535638.344;4394432.644
2;541;39.7;9:30:0;9:30:0_39:42:0;9.5;39:42:0;2;ctr10;542782.819;4394469.041
3;541;39.7;9:35:0;9:35:0_39:42:0;9.583333333333334;39:42:0;2;ctr10;549927.342;4394512.066
4;541;39.7;9:40:0;9:40:0_39:42:0;9.666666666666666;39:42:0;2;ctr10;557071.962;4394561.619
0;541;39.75;9:20:0;9:20:0_39:45:0;9.333333333333334;39:45:0;3;ctr10;528473.38;4399952.116
1;541;39.75;9:25:0;9:25:0_39:45:0;9.416666666666666;39:45:0;3;ctr10;535612.658;4399981.881
2;541;39.75;9:30:0;9:30:0_39:45:0;9.5;39:45:0;3;ctr10;542751.957;4400018.283
3;541;39.75;9:35:0;9:35:0_39:45:0;9.583333333333334;39:45:0;3;ctr10;549891.289;4400061.315
4;541;39.75;9:40:0;9:40:0_39:45:0;9.666666666666666;39:45:0;3;ctr10;557030.783;4400110.886
0;541;39.8;9:20:0;9:20:0_39:48:0;9.333333333333334;39:48:0;4;ctr10;528452.934;4405501.332
1;541;39.8;9:25:0;9:25:0_39:48:0;9.416666666666666;39:48:0;4;ctr10;535587.02;4405531.12
2;541;39.8;9:30:0;9:30:0_39:48:0;9.5;39:48:0;4;ctr10;542721.139;4405567.536
3;541;39.8;9:35:0;9:35:0_39:48:0;9.583333333333334;39:48:0;4;ctr10;549855.3;4405610.577
4;541;39.8;9:40:0;9:40:0_39:48:0;9.666666666666666;39:48:0;4;ctr10;556989.602;4405660.174
0;546;39.4;8:20:0;8:20:0_39:24:0;8.333333333333334;39:24:0;0;ctr10;442512.815;4361269.146
1;546;39.4;8:25:0;8:25:0_39:24:0;8.416666666666666;39:24:0;0;ctr10;449688.21;4361219.342
2;546;39.4;8:30:0;8:30:0_39:24:0;8.5;39:24:0;0;ctr10;456863.596;4361176.126
3;546;39.4;8:35:0;8:35:0_39:24:0;8.583333333333334;39:24:0;0;ctr10;464038.972;4361139.513
4;546;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;0;ctr10;471214.321;4361109.586
0;546;39.45;8:20:0;8:20:0_39:27:0;8.333333333333334;39:27:0;1;ctr10;442553.931;4366818.146
1;546;39.45;8:25:0;8:25:0_39:27:0;8.416666666666666;39:27:0;1;ctr10;449724.202;4366768.322
2;546;39.45;8:30:0;8:30:0_39:27:0;8.5;39:27:0;1;ctr10;456894.468;4366725.089
3;546;39.45;8:35:0;8:35:0_39:27:0;8.583333333333334;39:27:0;1;ctr10;464064.725;4366688.462
4;546;39.45;8:40:0;8:40:0_39:27:0;8.666666666666666;39:27:0;1;ctr10;471234.945;4366658.529
0;546;39.5;8:20:0;8:20:0_39:30:0;8.333333333333334;39:30:0;2;ctr10;442595.095;4372367.194
1;546;39.5;8:25:0;8:25:0_39:30:0;8.416666666666666;39:30:0;2;ctr10;449760.235;4372317.356
2;546;39.5;8:30:0;8:30:0_39:30:0;8.5;39:30:0;2;ctr10;456925.369;4372274.116
3;546;39.5;8:35:0;8:35:0_39:30:0;8.583333333333334;39:30:0;2;ctr10;464090.495;4372237.486
4;546;39.5;8:40:0;8:40:0_39:30:0;8.666666666666666;39:30:0;2;ctr10;471255.585;4372207.537
0;546;39.55;8:20:0;8:20:0_39:33:0;8.333333333333334;39:33:0;3;ctr10;442636.331;4377916.282
1;546;39.55;8:25:0;8:25:0_39:33:0;8.416666666666666;39:33:0;3;ctr10;449796.326;4377866.436
2;546;39.55;8:30:0;8:30:0_39:33:0;8.5;39:33:0;3;ctr10;456956.316;4377823.194
3;546;39.55;8:35:0;8:35:0_39:33:0;8.583333333333334;39:33:0;3;ctr10;464116.297;4377786.566
4;546;39.55;8:40:0;8:40:0_39:33:0;8.666666666666666;39:33:0;3;ctr10;471276.244;4377756.608
0;546;39.6;8:20:0;8:20:0_39:36:0;8.333333333333334;39:36:0;4;ctr10;442677.622;4383465.412
1;546;39.6;8:25:0;8:25:0_39:36:0;8.416666666666666;39:36:0;4;ctr10;449832.473;4383415.553
2;546;39.6;8:30:0;8:30:0_39:36:0;8.5;39:36:0;4;ctr10;456987.31;4383372.308
3;546;39.6;8:35:0;8:35:0_39:36:0;8.583333333333334;39:36:0;4;ctr10;464142.134;4383335.684
4;546;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;4;ctr10;471296.929;4383305.718
0;547;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;0;ctr10;471214.321;4361109.586
1;547;39.4;8:45:0;8:45:0_39:24:0;8.75;39:24:0;0;ctr10;478389.65;4361086.254
2;547;39.4;8:50:0;8:50:0_39:24:0;8.833333333333334;39:24:0;0;ctr10;485564.961;4361069.522
3;547;39.4;8:55:0;8:55:0_39:24:0;8.916666666666666;39:24:0;0;ctr10;492740.207;4361059.397
4;547;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;0;ctr10;499915.463;4361055.925
0;547;39.45;8:40:0;8:40:0_39:27:0;8.666666666666666;39:27:0;1;ctr10;471234.945;4366658.529
1;547;39.45;8:45:0;8:45:0_39:27:0;8.75;39:27:0;1;ctr10;478405.147;4366635.188
2;547;39.45;8:50:0;8:50:0_39:27:0;8.833333333333334;39:27:0;1;ctr10;485575.335;4366618.447
3;547;39.45;8:55:0;8:55:0_39:27:0;8.916666666666666;39:27:0;1;ctr10;492745.489;4366608.317
4;547;39.45;9:0:0;9:0:0_39:27:0;9.0;39:27:0;1;ctr10;499915.64;4366604.858
0;547;39.5;8:40:0;8:40:0_39:30:0;8.666666666666666;39:30:0;2;ctr10;471255.585;4372207.537
1;547;39.5;8:45:0;8:45:0_39:30:0;8.75;39:30:0;2;ctr10;478420.658;4372184.181
2;547;39.5;8:50:0;8:50:0_39:30:0;8.833333333333334;39:30:0;2;ctr10;485585.719;4372167.426
3;547;39.5;8:55:0;8:55:0_39:30:0;8.916666666666666;39:30:0;2;ctr10;492750.771;4372157.289
4;547;39.5;9:0:0;9:0:0_39:30:0;9.0;39:30:0;2;ctr10;499915.809;4372153.84
0;547;39.55;8:40:0;8:40:0_39:33:0;8.666666666666666;39:33:0;3;ctr10;471276.244;4377756.608
1;547;39.55;8:45:0;8:45:0_39:33:0;8.75;39:33:0;3;ctr10;478436.174;4377733.239
2;547;39.55;8:50:0;8:50:0_39:33:0;8.833333333333334;39:33:0;3;ctr10;485596.092;4377716.47
3;547;39.55;8:55:0;8:55:0_39:33:0;8.916666666666666;39:33:0;3;ctr10;492756.011;4377706.339
4;547;39.55;9:0:0;9:0:0_39:33:0;9.0;39:33:0;3;ctr10;499915.932;4377702.888
0;547;39.6;8:40:0;8:40:0_39:36:0;8.666666666666666;39:36:0;4;ctr10;471296.929;4383305.718
1;547;39.6;8:45:0;8:45:0_39:36:0;8.75;39:36:0;4;ctr10;478451.706;4383282.337
2;547;39.6;8:50:0;8:50:0_39:36:0;8.833333333333334;39:36:0;4;ctr10;485606.471;4383265.556
3;547;39.6;8:55:0;8:55:0_39:36:0;8.916666666666666;39:36:0;4;ctr10;492761.248;4383255.429
4;547;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;4;ctr10;499916.049;4383251.968
0;548;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;0;ctr10;499915.463;4361055.925
1;548;39.4;9:5:0;9:5:0_39:24:0;9.083333333333334;39:24:0;0;ctr10;507090.736;4361059.1
2;548;39.4;9:10:0;9:10:0_39:24:0;9.166666666666666;39:24:0;0;ctr10;514266.106;4361068.902
3;548;39.4;9:15:0;9:15:0_39:24:0;9.25;39:24:0;0;ctr10;521441.462;4361085.341
4;548;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;0;ctr10;528616.798;4361108.421
0;548;39.45;9:0:0;9:0:0_39:27:0;9.0;39:27:0;1;ctr10;499915.64;4366604.858
1;548;39.45;9:5:0;9:5:0_39:27:0;9.083333333333334;39:27:0;1;ctr10;507085.795;4366608.057
2;548;39.45;9:10:0;9:10:0_39:27:0;9.166666666666666;39:27:0;1;ctr10;514256.004;4366617.855
3;548;39.45;9:15:0;9:15:0_39:27:0;9.25;39:27:0;1;ctr10;521426.2;4366634.291
4;548;39.45;9:20:0;9:20:0_39:27:0;9.333333333333334;39:27:0;1;ctr10;528596.378;4366657.366
0;548;39.5;9:0:0;9:0:0_39:30:0;9.0;39:30:0;2;ctr10;499915.809;4372153.84
1;548;39.5;9:5:0;9:5:0_39:30:0;9.083333333333334;39:30:0;2;ctr10;507080.84;4372157.06
2;548;39.5;9:10:0;9:10:0_39:30:0;9.166666666666666;39:30:0;2;ctr10;514245.887;4372166.855
3;548;39.5;9:15:0;9:15:0_39:30:0;9.25;39:30:0;2;ctr10;521410.922;4372183.286
4;548;39.5;9:20:0;9:20:0_39:30:0;9.333333333333334;39:30:0;2;ctr10;528575.942;4372206.356
0;548;39.55;9:0:0;9:0:0_39:33:0;9.0;39:33:0;3;ctr10;499915.932;4377702.888
1;548;39.55;9:5:0;9:5:0_39:33:0;9.083333333333334;39:33:0;3;ctr10;507075.853;4377706.103
2;548;39.55;9:10:0;9:10:0_39:33:0;9.166666666666666;39:33:0;3;ctr10;514235.741;4377715.896
3;548;39.55;9:15:0;9:15:0_39:33:0;9.25;39:33:0;3;ctr10;521395.608;4377732.335
4;548;39.55;9:20:0;9:20:0_39:33:0;9.333333333333334;39:33:0;3;ctr10;528555.459;4377755.418
0;548;39.6;9:0:0;9:0:0_39:36:0;9.0;39:36:0;4;ctr10;499916.049;4383251.968
1;548;39.6;9:5:0;9:5:0_39:36:0;9.083333333333334;39:36:0;4;ctr10;507070.863;4383255.163
2;548;39.6;9:10:0;9:10:0_39:36:0;9.166666666666666;39:36:0;4;ctr10;514225.584;4383264.97
3;548;39.6;9:15:0;9:15:0_39:36:0;9.25;39:36:0;4;ctr10;521380.279;4383281.426
4;548;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;4;ctr10;528534.957;4383304.528
0;549;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;0;ctr10;528616.798;4361108.421
1;549;39.4;9:25:0;9:25:0_39:24:0;9.416666666666666;39:24:0;0;ctr10;535791.963;4361138.189
2;549;39.4;9:30:0;9:30:0_39:24:0;9.5;39:24:0;0;ctr10;542967.171;4361174.562
3;549;39.4;9:35:0;9:35:0_39:24:0;9.583333333333334;39:24:0;0;ctr10;550142.436;4361217.534
4;549;39.4;9:40:0;9:40:0_39:24:0;9.666666666666666;39:24:0;0;ctr10;557317.962;4361266.995
0;549;39.45;9:20:0;9:20:0_39:27:0;9.333333333333334;39:27:0;1;ctr10;528596.378;4366657.366
1;549;39.45;9:25:0;9:25:0_39:27:0;9.416666666666666;39:27:0;1;ctr10;535766.417;4366687.125
2;549;39.45;9:30:0;9:30:0_39:27:0;9.5;39:27:0;1;ctr10;542936.504;4366723.487
3;549;39.45;9:35:0;9:35:0_39:27:0;9.583333333333334;39:27:0;1;ctr10;550106.651;4366766.452
4;549;39.45;9:40:0;9:40:0_39:27:0;9.666666666666666;39:27:0;1;ctr10;557277.043;4366815.958
0;549;39.5;9:20:0;9:20:0_39:30:0;9.333333333333334;39:30:0;2;ctr10;528575.942;4372206.356
1;549;39.5;9:25:0;9:25:0_39:30:0;9.416666666666666;39:30:0;2;ctr10;535740.848;4372236.106
2;549;39.5;9:30:0;9:30:0_39:30:0;9.5;39:30:0;2;ctr10;542905.807;4372272.454
3;549;39.5;9:35:0;9:35:0_39:30:0;9.583333333333334;39:30:0;2;ctr10;550070.828;4372315.408
4;549;39.5;9:40:0;9:40:0_39:30:0;9.666666666666666;39:30:0;2;ctr10;557236.085;4372364.959
0;549;39.55;9:20:0;9:20:0_39:33:0;9.333333333333334;39:33:0;3;ctr10;528555.459;4377755.418
1;549;39.55;9:25:0;9:25:0_39:33:0;9.416666666666666;39:33:0;3;ctr10;535715.25;4377785.159
2;549;39.55;9:30:0;9:30:0_39:33:0;9.5;39:33:0;3;ctr10;542875.088;4377821.497
3;549;39.55;9:35:0;9:35:0_39:33:0;9.583333333333334;39:33:0;3;ctr10;550034.985;4377864.442
4;549;39.55;9:40:0;9:40:0_39:33:0;9.666666666666666;39:33:0;3;ctr10;557195.105;4377914.024
0;549;39.6;9:20:0;9:20:0_39:36:0;9.333333333333334;39:36:0;4;ctr10;528534.957;4383304.528
1;549;39.6;9:25:0;9:25:0_39:36:0;9.416666666666666;39:36:0;4;ctr10;535689.632;4383334.268
2;549;39.6;9:30:0;9:30:0_39:36:0;9.5;39:36:0;4;ctr10;542844.355;4383370.612
3;549;39.6;9:35:0;9:35:0_39:36:0;9.583333333333334;39:36:0;4;ctr10;549999.134;4383413.568
4;549;39.6;9:40:0;9:40:0_39:36:0;9.666666666666666;39:36:0;4;ctr10;557154.097;4383463.158
0;555;39.2;8:20:0;8:20:0_39:12:0;8.333333333333334;39:12:0;0;ctr10;442348.884;4339073.573
1;555;39.2;8:25:0;8:25:0_39:12:0;8.416666666666666;39:12:0;0;ctr10;449544.65;4339023.9
2;555;39.2;8:30:0;8:30:0_39:12:0;8.5;39:12:0;0;ctr10;456740.401;4338980.815
3;555;39.2;8:35:0;8:35:0_39:12:0;8.583333333333334;39:12:0;0;ctr10;463936.149;4338944.32
4;555;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;0;ctr10;471131.991;4338914.38
0;555;39.25;8:20:0;8:20:0_39:15:0;8.333333333333334;39:15:0;1;ctr10;442389.794;4344622.412
1;555;39.25;8:25:0;8:25:0_39:15:0;8.416666666666666;39:15:0;1;ctr10;449580.479;4344572.712
2;555;39.25;8:30:0;8:30:0_39:15:0;8.5;39:15:0;1;ctr10;456771.148;4344529.609
3;555;39.25;8:35:0;8:35:0_39:15:0;8.583333333333334;39:15:0;1;ctr10;463961.809;4344493.104
4;555;39.25;8:40:0;8:40:0_39:15:0;8.666666666666666;39:15:0;1;ctr10;471152.538;4344463.146
0;555;39.3;8:20:0;8:20:0_39:18:0;8.333333333333334;39:18:0;2;ctr10;442430.751;4350171.28
1;555;39.3;8:25:0;8:25:0_39:18:0;8.416666666666666;39:18:0;2;ctr10;449616.349;4350121.543
2;555;39.3;8:30:0;8:30:0_39:18:0;8.5;39:18:0;2;ctr10;456801.933;4350078.402
3;555;39.3;8:35:0;8:35:0_39:18:0;8.583333333333334;39:18:0;2;ctr10;463987.506;4350041.86
4;555;39.3;8:40:0;8:40:0_39:18:0;8.666666666666666;39:18:0;2;ctr10;471173.113;4350011.911
0;555;39.35;8:20:0;8:20:0_39:21:0;8.333333333333334;39:21:0;3;ctr10;442471.756;4355720.192
1;555;39.35;8:25:0;8:25:0_39:21:0;8.416666666666666;39:21:0;3;ctr10;449652.259;4355670.42
2;555;39.35;8:30:0;8:30:0_39:21:0;8.5;39:21:0;3;ctr10;456832.749;4355627.241
3;555;39.35;8:35:0;8:35:0_39:21:0;8.583333333333334;39:21:0;3;ctr10;464013.228;4355590.664
4;555;39.35;8:40:0;8:40:0_39:21:0;8.666666666666666;39:21:0;3;ctr10;471193.707;4355560.724
0;555;39.4;8:20:0;8:20:0_39:24:0;8.333333333333334;39:24:0;4;ctr10;442512.815;4361269.146
1;555;39.4;8:25:0;8:25:0_39:24:0;8.416666666666666;39:24:0;4;ctr10;449688.21;4361219.342
2;555;39.4;8:30:0;8:30:0_39:24:0;8.5;39:24:0;4;ctr10;456863.596;4361176.126
3;555;39.4;8:35:0;8:35:0_39:24:0;8.583333333333334;39:24:0;4;ctr10;464038.972;4361139.513
4;555;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;4;ctr10;471214.321;4361109.586
0;556;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;0;ctr10;471131.991;4338914.38
1;556;39.2;8:45:0;8:45:0_39:12:0;8.75;39:12:0;0;ctr10;478327.804;4338891.051
2;556;39.2;8:50:0;8:50:0_39:12:0;8.833333333333334;39:12:0;0;ctr10;485523.579;4338874.334
3;556;39.2;8:55:0;8:55:0_39:12:0;8.916666666666666;39:12:0;0;ctr10;492719.165;4338864.214
4;556;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;0;ctr10;499914.82;4338860.688
0;556;39.25;8:40:0;8:40:0_39:15:0;8.666666666666666;39:15:0;1;ctr10;471152.538;4344463.146
1;556;39.25;8:45:0;8:45:0_39:15:0;8.75;39:15:0;1;ctr10;478343.24;4344439.803
2;556;39.25;8:50:0;8:50:0_39:15:0;8.833333333333334;39:15:0;1;ctr10;485533.908;4344423.073
3;556;39.25;8:55:0;8:55:0_39:15:0;8.916666666666666;39:15:0;1;ctr10;492724.386;4344412.947
4;556;39.25;9:0:0;9:0:0_39:15:0;9.0;39:15:0;1;ctr10;499914.915;4344409.424
0;556;39.3;8:40:0;8:40:0_39:18:0;8.666666666666666;39:18:0;2;ctr10;471173.113;4350011.911
1;556;39.3;8:45:0;8:45:0_39:18:0;8.75;39:18:0;2;ctr10;478358.693;4349988.571
2;556;39.3;8:50:0;8:50:0_39:18:0;8.833333333333334;39:18:0;2;ctr10;485544.243;4349971.84
3;556;39.3;8:55:0;8:55:0_39:18:0;8.916666666666666;39:18:0;2;ctr10;492729.648;4349961.714
4;556;39.3;9:0:0;9:0:0_39:18:0;9.0;39:18:0;2;ctr10;499915.09;4349958.208
0;556;39.35;8:40:0;8:40:0_39:21:0;8.666666666666666;39:21:0;3;ctr10;471193.707;4355560.724
1;556;39.35;8:45:0;8:45:0_39:21:0;8.75;39:21:0;3;ctr10;478374.163;4355537.387
2;556;39.35;8:50:0;8:50:0_39:21:0;8.833333333333334;39:21:0;3;ctr10;485554.593;4355520.656
3;556;39.35;8:55:0;8:55:0_39:21:0;8.916666666666666;39:21:0;3;ctr10;492734.921;4355510.531
4;556;39.35;9:0:0;9:0:0_39:21:0;9.0;39:21:0;3;ctr10;499915.271;4355507.042
0;556;39.4;8:40:0;8:40:0_39:24:0;8.666666666666666;39:24:0;4;ctr10;471214.321;4361109.586
1;556;39.4;8:45:0;8:45:0_39:24:0;8.75;39:24:0;4;ctr10;478389.65;4361086.254
2;556;39.4;8:50:0;8:50:0_39:24:0;8.833333333333334;39:24:0;4;ctr10;485564.961;4361069.522
3;556;39.4;8:55:0;8:55:0_39:24:0;8.916666666666666;39:24:0;4;ctr10;492740.207;4361059.397
4;556;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;4;ctr10;499915.463;4361055.925
0;557;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;0;ctr10;499914.82;4338860.688
1;557;39.2;9:5:0;9:5:0_39:12:0;9.083333333333334;39:12:0;0;ctr10;507110.548;4338863.767
2;557;39.2;9:10:0;9:10:0_39:12:0;9.166666666666666;39:12:0;0;ctr10;514306.496;4338873.553
3;557;39.2;9:15:0;9:15:0_39:12:0;9.25;39:12:0;0;ctr10;521502.429;4338889.979
4;557;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;0;ctr10;528698.335;4338913.04
0;557;39.25;9:0:0;9:0:0_39:15:0;9.0;39:15:0;1;ctr10;499914.915;4344409.424
1;557;39.25;9:5:0;9:5:0_39:15:0;9.083333333333334;39:15:0;1;ctr10;507105.505;4344412.514
2;557;39.25;9:10:0;9:10:0_39:15:0;9.166666666666666;39:15:0;1;ctr10;514296.361;4344422.319
3;557;39.25;9:15:0;9:15:0_39:15:0;9.25;39:15:0;1;ctr10;521487.201;4344438.763
