col_lon_x;foglio;lat_y_dec;lon_x;lon_x__lat_y;lon_x_dec;lon_y;row_lat_y;tipo;x_6707_gsb;y_6707_gsb
2;426;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;0;igm25;499919.659;4538645.561
0;426;41.1;8:40:0;8:40:0_41:6:0;8.666666666666666;41:6:0;1;igm25;471928.055;4549800.651
1;426;41.1;8:50:0;8:50:0_41:6:0;8.833333333333334;41:6:0;1;igm25;485923.961;4549760.224
2;426;41.1;9:0:0;9:0:0_41:6:0;9.0;41:6:0;1;igm25;499919.917;4549746.569
0;426;41.2;8:40:0;8:40:0_41:12:0;8.666666666666666;41:12:0;2;igm25;471970.78;4560901.862
1;426;41.2;8:50:0;8:50:0_41:12:0;8.833333333333334;41:12:0;2;igm25;485945.432;4560861.46
2;426;41.2;9:0:0;9:0:0_41:12:0;9.0;41:12:0;2;igm25;499920.124;4560847.835
0;427;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;0;igm25;499919.659;4538645.561
1;427;41.0;9:10:0;9:10:0_41:0:0;9.166666666666666;41:0:0;0;igm25;513936.81;4538658.745
2;427;41.0;9:20:0;9:20:0_41:0:0;9.333333333333334;41:0:0;0;igm25;527954.093;4538698.65
0;427;41.1;9:0:0;9:0:0_41:6:0;9.0;41:6:0;1;igm25;499919.917;4549746.569
1;427;41.1;9:10:0;9:10:0_41:6:0;9.166666666666666;41:6:0;1;igm25;513915.873;4549759.764
2;427;41.1;9:20:0;9:20:0_41:6:0;9.333333333333334;41:6:0;1;igm25;527911.925;4549799.702
0;427;41.2;9:0:0;9:0:0_41:12:0;9.0;41:12:0;2;igm25;499920.124;4560847.835
1;427;41.2;9:10:0;9:10:0_41:12:0;9.166666666666666;41:12:0;2;igm25;513894.826;4560861.041
2;427;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;2;igm25;527869.598;4560901.021
0;428;41.0;9:20:0;9:20:0_41:0:0;9.333333333333334;41:0:0;0;igm25;527954.093;4538698.65
1;428;41.0;9:30:0;9:30:0_41:0:0;9.5;41:0:0;0;igm25;541971.294;4538765.211
2;428;41.0;9:40:0;9:40:0_41:0:0;9.666666666666666;41:0:0;0;igm25;555988.529;4538858.526
0;428;41.1;9:20:0;9:20:0_41:6:0;9.333333333333334;41:6:0;1;igm25;527911.925;4549799.702
1;428;41.1;9:30:0;9:30:0_41:6:0;9.5;41:6:0;1;igm25;541907.903;4549866.412
2;428;41.1;9:40:0;9:40:0_41:6:0;9.666666666666666;41:6:0;1;igm25;555903.951;4549959.744
0;428;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;2;igm25;527869.598;4560901.021
1;428;41.2;9:30:0;9:30:0_41:12:0;9.5;41:12:0;2;igm25;541844.295;4560967.839
2;428;41.2;9:40:0;9:40:0_41:12:0;9.666666666666666;41:12:0;2;igm25;555819.138;4561061.165
0;440;40.8;8:0:0;8:0:0_40:48:0;8.0;40:48:0;0;igm25;415562.039;4516926.823
1;440;40.8;8:10:0;8:10:0_40:48:0;8.166666666666666;40:48:0;0;igm25;429621.773;4516779.827
2;440;40.8;8:20:0;8:20:0_40:48:0;8.333333333333334;40:48:0;0;igm25;443681.403;4516659.378
0;440;40.9;8:0:0;8:0:0_40:54:0;8.0;40:54:0;1;igm25;415688.981;4528027.637
1;440;40.9;8:10:0;8:10:0_40:54:0;8.166666666666666;40:54:0;1;igm25;429727.656;4527880.527
2;440;40.9;8:20:0;8:20:0_40:54:0;8.333333333333334;40:54:0;1;igm25;443766.22;4527759.997
0;440;41.0;8:0:0;8:0:0_41:0:0;8.0;41:0:0;2;igm25;415816.167;4539128.623
1;440;41.0;8:10:0;8:10:0_41:0:0;8.166666666666666;41:0:0;2;igm25;429833.745;4538981.406
2;440;41.0;8:20:0;8:20:0_41:0:0;8.333333333333334;41:0:0;2;igm25;443851.225;4538860.804
0;441;40.8;8:20:0;8:20:0_40:48:0;8.333333333333334;40:48:0;0;igm25;443681.403;4516659.378
1;441;40.8;8:30:0;8:30:0_40:48:0;8.5;40:48:0;0;igm25;457740.804;4516565.526
2;441;40.8;8:40:0;8:40:0_40:48:0;8.666666666666666;40:48:0;0;igm25;471800.244;4516498.352
0;441;40.9;8:20:0;8:20:0_40:54:0;8.333333333333334;40:54:0;1;igm25;443766.22;4527759.997
1;441;40.9;8:30:0;8:30:0_40:54:0;8.5;40:54:0;1;igm25;457804.499;4527666.101
2;441;40.9;8:40:0;8:40:0_40:54:0;8.666666666666666;40:54:0;1;igm25;471842.772;4527598.919
0;441;41.0;8:20:0;8:20:0_41:0:0;8.333333333333334;41:0:0;2;igm25;443851.225;4538860.804
1;441;41.0;8:30:0;8:30:0_41:0:0;8.5;41:0:0;2;igm25;457868.321;4538766.871
2;441;41.0;8:40:0;8:40:0_41:0:0;8.666666666666666;41:0:0;2;igm25;471885.384;4538699.676
0;442;40.8;8:40:0;8:40:0_40:48:0;8.666666666666666;40:48:0;0;igm25;471800.244;4516498.352
1;442;40.8;8:50:0;8:50:0_40:48:0;8.833333333333334;40:48:0;0;igm25;485859.709;4516457.916
2;442;40.8;9:0:0;9:0:0_40:48:0;9.0;40:48:0;0;igm25;499919.095;4516444.207
0;442;40.9;8:40:0;8:40:0_40:54:0;8.666666666666666;40:54:0;1;igm25;471842.772;4527598.919
1;442;40.9;8:50:0;8:50:0_40:54:0;8.833333333333334;40:54:0;1;igm25;485881.095;4527558.478
2;442;40.9;9:0:0;9:0:0_40:54:0;9.0;40:54:0;1;igm25;499919.384;4527544.775
0;442;41.0;8:40:0;8:40:0_41:0:0;8.666666666666666;41:0:0;2;igm25;471885.384;4538699.676
1;442;41.0;8:50:0;8:50:0_41:0:0;8.833333333333334;41:0:0;2;igm25;485902.514;4538659.236
2;442;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;2;igm25;499919.659;4538645.561
0;443;40.8;9:0:0;9:0:0_40:48:0;9.0;40:48:0;0;igm25;499919.095;4516444.207
1;443;40.8;9:10:0;9:10:0_40:48:0;9.166666666666666;40:48:0;0;igm25;513978.593;4516457.235
2;443;40.8;9:20:0;9:20:0_40:48:0;9.333333333333334;40:48:0;0;igm25;528038.055;4516497.119
0;443;40.9;9:0:0;9:0:0_40:54:0;9.0;40:54:0;1;igm25;499919.384;4527544.775
1;443;40.9;9:10:0;9:10:0_40:54:0;9.166666666666666;40:54:0;1;igm25;513957.743;4527557.867
2;443;40.9;9:20:0;9:20:0_40:54:0;9.333333333333334;40:54:0;1;igm25;527996.113;4527597.747
0;443;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;2;igm25;499919.659;4538645.561
1;443;41.0;9:10:0;9:10:0_41:0:0;9.166666666666666;41:0:0;2;igm25;513936.81;4538658.745
2;443;41.0;9:20:0;9:20:0_41:0:0;9.333333333333334;41:0:0;2;igm25;527954.093;4538698.65
0;444;40.8;9:20:0;9:20:0_40:48:0;9.333333333333334;40:48:0;0;igm25;528038.055;4516497.119
1;444;40.8;9:30:0;9:30:0_40:48:0;9.5;40:48:0;0;igm25;542097.398;4516563.606
2;444;40.8;9:40:0;9:40:0_40:48:0;9.666666666666666;40:48:0;0;igm25;556157.006;4516656.845
0;444;40.9;9:20:0;9:20:0_40:54:0;9.333333333333334;40:54:0;1;igm25;527996.113;4527597.747
1;444;40.9;9:30:0;9:30:0_40:54:0;9.5;40:54:0;1;igm25;542034.41;4527664.249
2;444;40.9;9:40:0;9:40:0_40:54:0;9.666666666666666;40:54:0;1;igm25;556072.836;4527757.543
0;444;41.0;9:20:0;9:20:0_41:0:0;9.333333333333334;41:0:0;2;igm25;527954.093;4538698.65
1;444;41.0;9:30:0;9:30:0_41:0:0;9.5;41:0:0;2;igm25;541971.294;4538765.211
2;444;41.0;9:40:0;9:40:0_41:0:0;9.666666666666666;41:0:0;2;igm25;555988.529;4538858.526
0;445;40.8;9:40:0;9:40:0_40:48:0;9.666666666666666;40:48:0;0;igm25;556157.006;4516656.845
1;445;40.8;9:50:0;9:50:0_40:48:0;9.833333333333334;40:48:0;0;igm25;570216.732;4516776.768
2;445;40.8;10:0:0;10:0:0_40:48:0;10.0;40:48:0;0;igm25;584276.632;4516923.323
0;445;40.9;9:40:0;9:40:0_40:54:0;9.666666666666666;40:54:0;1;igm25;556072.836;4527757.543
1;445;40.9;9:50:0;9:50:0_40:54:0;9.833333333333334;40:54:0;1;igm25;570111.394;4527877.542
2;445;40.9;10:0:0;10:0:0_40:54:0;10.0;40:54:0;1;igm25;584150.132;4528024.22
0;445;41.0;9:40:0;9:40:0_41:0:0;9.666666666666666;41:0:0;2;igm25;555988.529;4538858.526
1;445;41.0;9:50:0;9:50:0_41:0:0;9.833333333333334;41:0:0;2;igm25;570005.849;4538978.558
2;445;41.0;10:0:0;10:0:0_41:0:0;10.0;41:0:0;2;igm25;584023.371;4539125.327
0;458;40.6;8:0:0;8:0:0_40:36:0;8.0;40:36:0;0;igm25;415308.898;4494725.703
1;458;40.6;8:10:0;8:10:0_40:36:0;8.166666666666666;40:36:0;0;igm25;429410.687;4494578.916
2;458;40.6;8:20:0;8:20:0_40:36:0;8.333333333333334;40:36:0;0;igm25;443512.419;4494458.655
0;458;40.7;8:0:0;8:0:0_40:42:0;8.0;40:42:0;1;igm25;415435.346;4505826.178
1;458;40.7;8:10:0;8:10:0_40:42:0;8.166666666666666;40:42:0;1;igm25;429516.118;4505679.291
2;458;40.7;8:20:0;8:20:0_40:42:0;8.333333333333334;40:42:0;1;igm25;443596.805;4505558.934
0;458;40.8;8:0:0;8:0:0_40:48:0;8.0;40:48:0;2;igm25;415562.039;4516926.823
1;458;40.8;8:10:0;8:10:0_40:48:0;8.166666666666666;40:48:0;2;igm25;429621.773;4516779.827
2;458;40.8;8:20:0;8:20:0_40:48:0;8.333333333333334;40:48:0;2;igm25;443681.403;4516659.378
0;459;40.6;8:20:0;8:20:0_40:36:0;8.333333333333334;40:36:0;0;igm25;443512.419;4494458.655
1;459;40.6;8:30:0;8:30:0_40:36:0;8.5;40:36:0;0;igm25;457613.988;4494364.878
2;459;40.6;8:40:0;8:40:0_40:36:0;8.666666666666666;40:36:0;0;igm25;471715.532;4494297.717
0;459;40.7;8:20:0;8:20:0_40:42:0;8.333333333333334;40:42:0;1;igm25;443596.805;4505558.934
1;459;40.7;8:30:0;8:30:0_40:42:0;8.5;40:42:0;1;igm25;457677.299;4505465.121
2;459;40.7;8:40:0;8:40:0_40:42:0;8.666666666666666;40:42:0;1;igm25;471757.834;4505397.954
0;459;40.8;8:20:0;8:20:0_40:48:0;8.333333333333334;40:48:0;2;igm25;443681.403;4516659.378
1;459;40.8;8:30:0;8:30:0_40:48:0;8.5;40:48:0;2;igm25;457740.804;4516565.526
2;459;40.8;8:40:0;8:40:0_40:48:0;8.666666666666666;40:48:0;2;igm25;471800.244;4516498.352
0;460;40.6;8:40:0;8:40:0_40:36:0;8.666666666666666;40:36:0;0;igm25;471715.532;4494297.717
1;460;40.6;8:50:0;8:50:0_40:36:0;8.833333333333334;40:36:0;0;igm25;485817.117;4494257.323
2;460;40.6;9:0:0;9:0:0_40:36:0;9.0;40:36:0;0;igm25;499918.503;4494243.654
0;460;40.7;8:40:0;8:40:0_40:42:0;8.666666666666666;40:42:0;1;igm25;471757.834;4505397.954
1;460;40.7;8:50:0;8:50:0_40:42:0;8.833333333333334;40:42:0;1;igm25;485838.398;4505357.546
2;460;40.7;9:0:0;9:0:0_40:42:0;9.0;40:42:0;1;igm25;499918.828;4505343.863
0;460;40.8;8:40:0;8:40:0_40:48:0;8.666666666666666;40:48:0;2;igm25;471800.244;4516498.352
1;460;40.8;8:50:0;8:50:0_40:48:0;8.833333333333334;40:48:0;2;igm25;485859.709;4516457.916
2;460;40.8;9:0:0;9:0:0_40:48:0;9.0;40:48:0;2;igm25;499919.095;4516444.207
0;461;40.6;9:0:0;9:0:0_40:36:0;9.0;40:36:0;0;igm25;499918.503;4494243.654
1;461;40.6;9:10:0;9:10:0_40:36:0;9.166666666666666;40:36:0;0;igm25;514019.901;4494256.614
2;461;40.6;9:20:0;9:20:0_40:36:0;9.333333333333334;40:36:0;0;igm25;528121.52;4494296.405
0;461;40.7;9:0:0;9:0:0_40:42:0;9.0;40:42:0;1;igm25;499918.828;4505343.863
1;461;40.7;9:10:0;9:10:0_40:42:0;9.166666666666666;40:42:0;1;igm25;513999.317;4505356.854
2;461;40.7;9:20:0;9:20:0_40:42:0;9.333333333333334;40:42:0;1;igm25;528079.911;4505396.734
0;461;40.8;9:0:0;9:0:0_40:48:0;9.0;40:48:0;2;igm25;499919.095;4516444.207
1;461;40.8;9:10:0;9:10:0_40:48:0;9.166666666666666;40:48:0;2;igm25;513978.593;4516457.235
2;461;40.8;9:20:0;9:20:0_40:48:0;9.333333333333334;40:48:0;2;igm25;528038.055;4516497.119
0;462;40.6;9:20:0;9:20:0_40:36:0;9.333333333333334;40:36:0;0;igm25;528121.52;4494296.405
1;462;40.6;9:30:0;9:30:0_40:36:0;9.5;40:36:0;0;igm25;542223.09;4494363.034
2;462;40.6;9:40:0;9:40:0_40:36:0;9.666666666666666;40:36:0;0;igm25;556324.859;4494456.201
0;462;40.7;9:20:0;9:20:0_40:42:0;9.333333333333334;40:42:0;1;igm25;528079.911;4505396.734
1;462;40.7;9:30:0;9:30:0_40:42:0;9.5;40:42:0;1;igm25;542160.307;4505463.228
2;462;40.7;9:40:0;9:40:0_40:42:0;9.666666666666666;40:42:0;1;igm25;556241.019;4505556.416
0;462;40.8;9:20:0;9:20:0_40:48:0;9.333333333333334;40:48:0;2;igm25;528038.055;4516497.119
1;462;40.8;9:30:0;9:30:0_40:48:0;9.5;40:48:0;2;igm25;542097.398;4516563.606
2;462;40.8;9:40:0;9:40:0_40:48:0;9.666666666666666;40:48:0;2;igm25;556157.006;4516656.845
0;463;40.6;9:40:0;9:40:0_40:36:0;9.666666666666666;40:36:0;0;igm25;556324.859;4494456.201
1;463;40.6;9:50:0;9:50:0_40:36:0;9.833333333333334;40:36:0;0;igm25;570426.735;4494575.866
2;463;40.6;10:0:0;10:0:0_40:36:0;10.0;40:36:0;0;igm25;584528.828;4494722.116
0;463;40.7;9:40:0;9:40:0_40:42:0;9.666666666666666;40:42:0;1;igm25;556241.019;4505556.416
1;463;40.7;9:50:0;9:50:0_40:42:0;9.833333333333334;40:42:0;1;igm25;570321.849;4505676.22
2;463;40.7;10:0:0;10:0:0_40:42:0;10.0;40:42:0;1;igm25;584402.865;4505822.627
0;463;40.8;9:40:0;9:40:0_40:48:0;9.666666666666666;40:48:0;2;igm25;556157.006;4516656.845
1;463;40.8;9:50:0;9:50:0_40:48:0;9.833333333333334;40:48:0;2;igm25;570216.732;4516776.768
2;463;40.8;10:0:0;10:0:0_40:48:0;10.0;40:48:0;2;igm25;584276.632;4516923.323
0;478;40.4;8:0:0;8:0:0_40:24:0;8.0;40:24:0;0;igm25;415056.711;4472525.279
1;478;40.4;8:10:0;8:10:0_40:24:0;8.166666666666666;40:24:0;0;igm25;429200.415;4472378.666
2;478;40.4;8:20:0;8:20:0_40:24:0;8.333333333333334;40:24:0;0;igm25;443344.094;4472258.563
0;478;40.5;8:0:0;8:0:0_40:30:0;8.0;40:30:0;1;igm25;415182.688;4483625.403
1;478;40.5;8:10:0;8:10:0_40:30:0;8.166666666666666;40:30:0;1;igm25;429305.457;4483478.71
2;478;40.5;8:20:0;8:20:0_40:30:0;8.333333333333334;40:30:0;1;igm25;443428.202;4483358.541
0;478;40.6;8:0:0;8:0:0_40:36:0;8.0;40:36:0;2;igm25;415308.898;4494725.703
1;478;40.6;8:10:0;8:10:0_40:36:0;8.166666666666666;40:36:0;2;igm25;429410.687;4494578.916
2;478;40.6;8:20:0;8:20:0_40:36:0;8.333333333333334;40:36:0;2;igm25;443512.419;4494458.655
0;479;40.4;8:20:0;8:20:0_40:24:0;8.333333333333334;40:24:0;0;igm25;443344.094;4472258.563
1;479;40.4;8:30:0;8:30:0_40:24:0;8.5;40:24:0;0;igm25;457487.651;4472164.928
2;479;40.4;8:40:0;8:40:0_40:24:0;8.666666666666666;40:24:0;0;igm25;471631.094;4472097.803
0;479;40.5;8:20:0;8:20:0_40:30:0;8.333333333333334;40:30:0;1;igm25;443428.202;4483358.541
1;479;40.5;8:30:0;8:30:0_40:30:0;8.5;40:30:0;1;igm25;457550.816;4483264.838
2;479;40.5;8:40:0;8:40:0_40:30:0;8.666666666666666;40:30:0;1;igm25;471673.305;4483197.673
0;479;40.6;8:20:0;8:20:0_40:36:0;8.333333333333334;40:36:0;2;igm25;443512.419;4494458.655
1;479;40.6;8:30:0;8:30:0_40:36:0;8.5;40:36:0;2;igm25;457613.988;4494364.878
2;479;40.6;8:40:0;8:40:0_40:36:0;8.666666666666666;40:36:0;2;igm25;471715.532;4494297.717
0;480;40.4;8:40:0;8:40:0_40:24:0;8.666666666666666;40:24:0;0;igm25;471631.094;4472097.803
1;480;40.4;8:50:0;8:50:0_40:24:0;8.833333333333334;40:24:0;0;igm25;485774.486;4472057.323
2;480;40.4;9:0:0;9:0:0_40:24:0;9.0;40:24:0;0;igm25;499917.837;4472043.701
0;480;40.5;8:40:0;8:40:0_40:30:0;8.666666666666666;40:30:0;1;igm25;471673.305;4483197.673
1;480;40.5;8:50:0;8:50:0_40:30:0;8.833333333333334;40:30:0;1;igm25;485795.812;4483157.231
2;480;40.5;9:0:0;9:0:0_40:30:0;9.0;40:30:0;1;igm25;499918.173;4483143.567
0;480;40.6;8:40:0;8:40:0_40:36:0;8.666666666666666;40:36:0;2;igm25;471715.532;4494297.717
1;480;40.6;8:50:0;8:50:0_40:36:0;8.833333333333334;40:36:0;2;igm25;485817.117;4494257.323
2;480;40.6;9:0:0;9:0:0_40:36:0;9.0;40:36:0;2;igm25;499918.503;4494243.654
0;481;40.4;9:0:0;9:0:0_40:24:0;9.0;40:24:0;0;igm25;499917.837;4472043.701
1;481;40.4;9:10:0;9:10:0_40:24:0;9.166666666666666;40:24:0;0;igm25;514061.015;4472056.785
2;481;40.4;9:20:0;9:20:0_40:24:0;9.333333333333334;40:24:0;0;igm25;528204.371;4472096.567
0;481;40.5;9:0:0;9:0:0_40:30:0;9.0;40:30:0;1;igm25;499918.173;4483143.567
1;481;40.5;9:10:0;9:10:0_40:30:0;9.166666666666666;40:30:0;1;igm25;514040.449;4483156.555
2;481;40.5;9:20:0;9:20:0_40:30:0;9.333333333333334;40:30:0;1;igm25;528162.949;4483196.231
0;481;40.6;9:0:0;9:0:0_40:36:0;9.0;40:36:0;2;igm25;499918.503;4494243.654
1;481;40.6;9:10:0;9:10:0_40:36:0;9.166666666666666;40:36:0;2;igm25;514019.901;4494256.614
2;481;40.6;9:20:0;9:20:0_40:36:0;9.333333333333334;40:36:0;2;igm25;528121.52;4494296.405
0;482;40.4;9:20:0;9:20:0_40:24:0;9.333333333333334;40:24:0;0;igm25;528204.371;4472096.567
1;482;40.4;9:30:0;9:30:0_40:24:0;9.5;40:24:0;0;igm25;542348.186;4472162.974
2;482;40.4;9:40:0;9:40:0_40:24:0;9.666666666666666;40:24:0;0;igm25;556491.997;4472255.98
0;482;40.5;9:20:0;9:20:0_40:30:0;9.333333333333334;40:30:0;1;igm25;528162.949;4483196.231
1;482;40.5;9:30:0;9:30:0_40:30:0;9.5;40:30:0;1;igm25;542285.698;4483262.97
2;482;40.5;9:40:0;9:40:0_40:30:0;9.666666666666666;40:30:0;1;igm25;556408.518;4483356.099
0;482;40.6;9:20:0;9:20:0_40:36:0;9.333333333333334;40:36:0;2;igm25;528121.52;4494296.405
1;482;40.6;9:30:0;9:30:0_40:36:0;9.5;40:36:0;2;igm25;542223.09;4494363.034
2;482;40.6;9:40:0;9:40:0_40:36:0;9.666666666666666;40:36:0;2;igm25;556324.859;4494456.201
0;483;40.4;9:40:0;9:40:0_40:24:0;9.666666666666666;40:24:0;0;igm25;556491.997;4472255.98
1;483;40.4;9:50:0;9:50:0_40:24:0;9.833333333333334;40:24:0;0;igm25;570635.85;4472375.519
2;483;40.4;10:0:0;10:0:0_40:24:0;10.0;40:24:0;0;igm25;584779.967;4472521.574
0;483;40.5;9:40:0;9:40:0_40:30:0;9.666666666666666;40:30:0;1;igm25;556408.518;4483356.099
1;483;40.5;9:50:0;9:50:0_40:30:0;9.833333333333334;40:30:0;1;igm25;570531.393;4483475.652
2;483;40.5;10:0:0;10:0:0_40:30:0;10.0;40:30:0;1;igm25;584654.524;4483621.77
0;483;40.6;9:40:0;9:40:0_40:36:0;9.666666666666666;40:36:0;2;igm25;556324.859;4494456.201
1;483;40.6;9:50:0;9:50:0_40:36:0;9.833333333333334;40:36:0;2;igm25;570426.735;4494575.866
2;483;40.6;10:0:0;10:0:0_40:36:0;10.0;40:36:0;2;igm25;584528.828;4494722.116
0;497;40.2;8:20:0;8:20:0_40:12:0;8.333333333333334;40:12:0;0;igm25;443176.379;4450059.082
1;497;40.2;8:30:0;8:30:0_40:12:0;8.5;40:12:0;0;igm25;457361.695;4449965.53
2;497;40.2;8:40:0;8:40:0_40:12:0;8.666666666666666;40:12:0;0;igm25;471546.897;4449898.588
0;497;40.3;8:20:0;8:20:0_40:18:0;8.333333333333334;40:18:0;1;igm25;443260.14;4461158.737
1;497;40.3;8:30:0;8:30:0_40:18:0;8.5;40:18:0;1;igm25;457424.592;4461065.148
2;497;40.3;8:40:0;8:40:0_40:18:0;8.666666666666666;40:18:0;1;igm25;471588.931;4460998.099
0;497;40.4;8:20:0;8:20:0_40:24:0;8.333333333333334;40:24:0;2;igm25;443344.094;4472258.563
1;497;40.4;8:30:0;8:30:0_40:24:0;8.5;40:24:0;2;igm25;457487.651;4472164.928
2;497;40.4;8:40:0;8:40:0_40:24:0;8.666666666666666;40:24:0;2;igm25;471631.094;4472097.803
0;498;40.2;8:40:0;8:40:0_40:12:0;8.666666666666666;40:12:0;0;igm25;471546.897;4449898.588
1;498;40.2;8:50:0;8:50:0_40:12:0;8.833333333333334;40:12:0;0;igm25;485732.043;4449858.331
2;498;40.2;9:0:0;9:0:0_40:12:0;9.0;40:12:0;0;igm25;499917.158;4449844.711
0;498;40.3;8:40:0;8:40:0_40:18:0;8.666666666666666;40:18:0;1;igm25;471588.931;4460998.099
1;498;40.3;8:50:0;8:50:0_40:18:0;8.833333333333334;40:18:0;1;igm25;485753.194;4460957.685
2;498;40.3;9:0:0;9:0:0_40:18:0;9.0;40:18:0;1;igm25;499917.462;4460944.096
0;498;40.4;8:40:0;8:40:0_40:24:0;8.666666666666666;40:24:0;2;igm25;471631.094;4472097.803
1;498;40.4;8:50:0;8:50:0_40:24:0;8.833333333333334;40:24:0;2;igm25;485774.486;4472057.323
2;498;40.4;9:0:0;9:0:0_40:24:0;9.0;40:24:0;2;igm25;499917.837;4472043.701
0;499;40.2;9:0:0;9:0:0_40:12:0;9.0;40:12:0;0;igm25;499917.158;4449844.711
1;499;40.2;9:10:0;9:10:0_40:12:0;9.166666666666666;40:12:0;0;igm25;514102.294;4449857.772
2;499;40.2;9:20:0;9:20:0_40:12:0;9.333333333333334;40:12:0;0;igm25;528287.532;4449897.454
0;499;40.3;9:0:0;9:0:0_40:18:0;9.0;40:18:0;1;igm25;499917.462;4460944.096
1;499;40.3;9:10:0;9:10:0_40:18:0;9.166666666666666;40:18:0;1;igm25;514081.629;4460957.199
2;499;40.3;9:20:0;9:20:0_40:18:0;9.333333333333334;40:18:0;1;igm25;528245.935;4460996.951
0;499;40.4;9:0:0;9:0:0_40:24:0;9.0;40:24:0;2;igm25;499917.837;4472043.701
1;499;40.4;9:10:0;9:10:0_40:24:0;9.166666666666666;40:24:0;2;igm25;514061.015;4472056.785
2;499;40.4;9:20:0;9:20:0_40:24:0;9.333333333333334;40:24:0;2;igm25;528204.371;4472096.567
0;500;40.2;9:20:0;9:20:0_40:12:0;9.333333333333334;40:12:0;0;igm25;528287.532;4449897.454
1;500;40.2;9:30:0;9:30:0_40:12:0;9.5;40:12:0;0;igm25;542472.926;4449963.62
2;500;40.2;9:40:0;9:40:0_40:12:0;9.666666666666666;40:12:0;0;igm25;556658.412;4450056.428
0;500;40.3;9:20:0;9:20:0_40:18:0;9.333333333333334;40:18:0;1;igm25;528245.935;4460996.951
1;500;40.3;9:30:0;9:30:0_40:18:0;9.5;40:18:0;1;igm25;542410.596;4461063.168
2;500;40.3;9:40:0;9:40:0_40:18:0;9.666666666666666;40:18:0;1;igm25;556575.29;4461156.06
0;500;40.4;9:20:0;9:20:0_40:24:0;9.333333333333334;40:24:0;2;igm25;528204.371;4472096.567
1;500;40.4;9:30:0;9:30:0_40:24:0;9.5;40:24:0;2;igm25;542348.186;4472162.974
2;500;40.4;9:40:0;9:40:0_40:24:0;9.666666666666666;40:24:0;2;igm25;556491.997;4472255.98
0;501;40.2;9:40:0;9:40:0_40:12:0;9.666666666666666;40:12:0;0;igm25;556658.412;4450056.428
1;501;40.2;9:50:0;9:50:0_40:12:0;9.833333333333334;40:12:0;0;igm25;570844.127;4450175.834
2;501;40.2;10:0:0;10:0:0_40:12:0;10.0;40:12:0;0;igm25;585030.122;4450321.751
0;501;40.3;9:40:0;9:40:0_40:18:0;9.666666666666666;40:18:0;1;igm25;556575.29;4461156.06
1;501;40.3;9:50:0;9:50:0_40:18:0;9.833333333333334;40:18:0;1;igm25;570740.09;4461275.563
2;501;40.3;10:0:0;10:0:0_40:18:0;10.0;40:18:0;1;igm25;584905.164;4461421.559
0;501;40.4;9:40:0;9:40:0_40:24:0;9.666666666666666;40:24:0;2;igm25;556491.997;4472255.98
1;501;40.4;9:50:0;9:50:0_40:24:0;9.833333333333334;40:24:0;2;igm25;570635.85;4472375.519
2;501;40.4;10:0:0;10:0:0_40:24:0;10.0;40:24:0;2;igm25;584779.967;4472521.574
0;514;40.0;8:20:0;8:20:0_40:0:0;8.333333333333334;40:0:0;0;igm25;443009.501;4427860.323
1;514;40.0;8:30:0;8:30:0_40:0:0;8.5;40:0:0;0;igm25;457236.426;4427766.97
2;514;40.0;8:40:0;8:40:0_40:0:0;8.666666666666666;40:0:0;0;igm25;471463.198;4427700.131
0;514;40.1;8:20:0;8:20:0_40:6:0;8.333333333333334;40:6:0;1;igm25;443092.83;4438959.616
1;514;40.1;8:30:0;8:30:0_40:6:0;8.5;40:6:0;1;igm25;457298.949;4438866.196
2;514;40.1;8:40:0;8:40:0_40:6:0;8.666666666666666;40:6:0;1;igm25;471504.972;4438799.329
0;514;40.2;8:20:0;8:20:0_40:12:0;8.333333333333334;40:12:0;2;igm25;443176.379;4450059.082
1;514;40.2;8:30:0;8:30:0_40:12:0;8.5;40:12:0;2;igm25;457361.695;4449965.53
2;514;40.2;8:40:0;8:40:0_40:12:0;8.666666666666666;40:12:0;2;igm25;471546.897;4449898.588
0;515;40.0;8:40:0;8:40:0_40:0:0;8.666666666666666;40:0:0;0;igm25;471463.198;4427700.131
1;515;40.0;8:50:0;8:50:0_40:0:0;8.833333333333334;40:0:0;0;igm25;485689.965;4427659.807
2;515;40.0;9:0:0;9:0:0_40:0:0;9.0;40:0:0;0;igm25;499916.709;4427646.351
0;515;40.1;8:40:0;8:40:0_40:6:0;8.666666666666666;40:6:0;1;igm25;471504.972;4438799.329
1;515;40.1;8:50:0;8:50:0_40:6:0;8.833333333333334;40:6:0;1;igm25;485710.984;4438759.112
2;515;40.1;9:0:0;9:0:0_40:6:0;9.0;40:6:0;1;igm25;499916.918;4438745.479
0;515;40.2;8:40:0;8:40:0_40:12:0;8.666666666666666;40:12:0;2;igm25;471546.897;4449898.588
1;515;40.2;8:50:0;8:50:0_40:12:0;8.833333333333334;40:12:0;2;igm25;485732.043;4449858.331
2;515;40.2;9:0:0;9:0:0_40:12:0;9.0;40:12:0;2;igm25;499917.158;4449844.711
